date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:13:55	129011/129011	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2011%20Oct%202020%2010:01:53%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_p2.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_p28ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:14:01	4919/4919	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2001%20Jun%202020%2009:39:19%20GMT	http://cdn-cms-s.f-static.net/versions/2/wizard/statistics/js/generateStats-min.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/wizard/statistics/js/generateStats-min8ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:14:03	154539/154539	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2011%20Oct%202020%2010:01:54%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_p4.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_p48ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:14:03	201820/201820	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2011%20Oct%202020%2010:01:54%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_p3.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_p38ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:14:03	159480/159480	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2011%20Oct%202020%2010:01:54%20GMT	http://cdn-cms-s.f-static.net/versions/2/js/minimize_scripts.js?v=r6915	/home/sandeep/websites/ew/cdn-cms-s.f-static.net/versions/2/js/minimize_scripts8ab6.js	(from https://5f8b0d37172f1.site123.me/)
16:14:03	159/159	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Oct%202020%2010:44:02%20GMT	https://cdn-cms-s.f-static.net/robots.txt		(from https://5f8b0d37172f1.site123.me/)
16:14:04	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2019%20Oct%202020%2003:08:38%20GMT	https://cdn-cms.f-static.net/robots.txt		(from https://5f8b0d37172f1.site123.me/)
16:14:05	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2019%20Oct%202020%2010:44:04%20GMT	https://fonts.googleapis.com/robots.txt		(from https://5f8b0d37172f1.site123.me/)
16:14:05	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Oct%202020%2010:44:05%20GMT	https://fonts.gstatic.com/robots.txt		(from https://5f8b0d37172f1.site123.me/)
16:14:06	159/159	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Oct%202020%2010:44:02%20GMT	http://cdn-cms-s.f-static.net/robots.txt		(from https://5f8b0d37172f1.site123.me/)
